"Index.year","Reference.year..main.","Protocol.order","Country","categoria","valor","col"
2019,2017,16,"LU","TIME",69.1,"white"
2019,2017,17,"HU","TIME",54.3,"black"
2019,2017,18,"MT","TIME",64.2,"white"
2019,2017,19,"NL","TIME",83.9,"white"
2019,2017,20,"AT","TIME",61.2,"black"
2019,2017,21,"PL","TIME",52.5,"black"
2019,2017,22,"PT","TIME",47.5,"black"
2019,2017,23,"RO","TIME",50.3,"black"
2019,2017,24,"SI","TIME",72.9,"white"
2019,2017,25,"SK","TIME",46.3,"black"
2019,2017,26,"FI","TIME",77.4,"white"
2019,2017,27,"SE","TIME",90.1,"white"
2020,2018,0,"EU","TIME",64.9,"white"
2020,2018,1,"BE","TIME",65.3,"white"
2020,2018,2,"BG","TIME",42.7,"black"
2020,2018,3,"CZ","TIME",57.3,"black"
2020,2018,4,"DK","TIME",83.1,"white"
2020,2018,5,"DE","TIME",65,"white"
2020,2018,6,"EE","TIME",74.7,"white"
2020,2018,7,"IE","TIME",74.2,"white"
2020,2018,8,"EL","TIME",44.7,"black"
2020,2018,9,"ES","TIME",64,"white"
2020,2018,10,"FR","TIME",67.3,"white"
2020,2018,11,"HR","TIME",51,"black"
2020,2018,12,"IT","TIME",59.3,"black"
2020,2018,13,"CY","TIME",51.3,"black"
2020,2018,14,"LV","TIME",65.8,"white"
2020,2018,15,"LT","TIME",50.6,"black"
2020,2018,16,"LU","TIME",69.1,"white"
2020,2018,17,"HU","TIME",54.3,"black"
2020,2018,18,"MT","TIME",64.2,"white"
2020,2018,19,"NL","TIME",83.9,"white"
2020,2018,20,"AT","TIME",61.2,"black"
2020,2018,21,"PL","TIME",52.5,"black"
2020,2018,22,"PT","TIME",47.5,"black"
2020,2018,23,"RO","TIME",50.3,"black"
2020,2018,24,"SI","TIME",72.9,"white"
2020,2018,25,"SK","TIME",46.3,"black"
2020,2018,26,"FI","TIME",77.4,"white"
2020,2018,27,"SE","TIME",90.1,"white"
2021,2019,0,"EU","TIME",64.9,"white"
2021,2019,1,"BE","TIME",65.3,"white"
2021,2019,2,"BG","TIME",42.7,"black"
2021,2019,3,"CZ","TIME",57.3,"black"
2021,2019,4,"DK","TIME",83.1,"white"
2021,2019,5,"DE","TIME",65,"white"
2021,2019,6,"EE","TIME",74.7,"white"
2021,2019,7,"IE","TIME",74.2,"white"
2021,2019,8,"EL","TIME",44.7,"black"
2021,2019,9,"ES","TIME",64,"white"
2021,2019,10,"FR","TIME",67.3,"white"
2021,2019,11,"HR","TIME",51,"black"
2021,2019,12,"IT","TIME",59.3,"black"
2021,2019,13,"CY","TIME",51.3,"black"
2021,2019,14,"LV","TIME",65.8,"white"
2021,2019,15,"LT","TIME",50.6,"black"
2021,2019,16,"LU","TIME",69.1,"white"
2021,2019,17,"HU","TIME",54.3,"black"
2021,2019,18,"MT","TIME",64.2,"white"
2021,2019,19,"NL","TIME",83.9,"white"
2021,2019,20,"AT","TIME",61.2,"black"
2021,2019,21,"PL","TIME",52.5,"black"
2021,2019,22,"PT","TIME",47.5,"black"
2021,2019,23,"RO","TIME",50.3,"black"
2021,2019,24,"SI","TIME",72.9,"white"
2021,2019,25,"SK","TIME",46.3,"black"
2021,2019,26,"FI","TIME",77.4,"white"
2021,2019,27,"SE","TIME",90.1,"white"
2022,2020,0,"EU","TIME",64.9,"white"
2022,2020,1,"BE","TIME",65.3,"white"
2022,2020,2,"BG","TIME",42.7,"black"
2022,2020,3,"CZ","TIME",57.3,"black"
2022,2020,4,"DK","TIME",83.1,"white"
2022,2020,5,"DE","TIME",65,"white"
2022,2020,6,"EE","TIME",74.7,"white"
2022,2020,7,"IE","TIME",74.2,"white"
2022,2020,8,"EL","TIME",44.7,"black"
2022,2020,9,"ES","TIME",64,"white"
2022,2020,10,"FR","TIME",67.3,"white"
2022,2020,11,"HR","TIME",51,"black"
2022,2020,12,"IT","TIME",59.3,"black"
2022,2020,13,"CY","TIME",51.3,"black"
2022,2020,14,"LV","TIME",65.8,"white"
2022,2020,15,"LT","TIME",50.6,"black"
2022,2020,16,"LU","TIME",69.1,"white"
2022,2020,17,"HU","TIME",54.3,"black"
2022,2020,18,"MT","TIME",64.2,"white"
2022,2020,19,"NL","TIME",83.9,"white"
2022,2020,20,"AT","TIME",61.2,"black"
2022,2020,21,"PL","TIME",52.5,"black"
2022,2020,22,"PT","TIME",47.5,"black"
2022,2020,23,"RO","TIME",50.3,"black"
2022,2020,24,"SI","TIME",72.9,"white"
2022,2020,25,"SK","TIME",46.3,"black"
2022,2020,26,"FI","TIME",77.4,"white"
2022,2020,27,"SE","TIME",90.1,"white"
2013,2010,0,"EU","POWER",41.9,"black"
2013,2010,1,"BE","POWER",47.9,"black"
2013,2010,2,"BG","POWER",45.8,"black"
2013,2010,3,"CZ","POWER",31,"black"
2013,2010,4,"DK","POWER",58,"white"
2013,2010,5,"DE","POWER",38.3,"black"
2013,2010,6,"EE","POWER",21.9,"black"
2013,2010,7,"IE","POWER",37.2,"black"
2013,2010,8,"EL","POWER",22.3,"black"
2013,2010,9,"ES","POWER",52.6,"white"
2013,2010,10,"FR","POWER",52.4,"white"
2013,2010,11,"HR","POWER",28.4,"black"
2013,2010,12,"IT","POWER",25.2,"black"
2013,2010,13,"CY","POWER",15.4,"black"
2013,2010,14,"LV","POWER",34.8,"black"
2013,2010,15,"LT","POWER",32.9,"black"
2013,2010,16,"LU","POWER",25.6,"black"
2013,2010,17,"HU","POWER",23.5,"black"
2013,2010,18,"MT","POWER",20.9,"black"
2013,2010,19,"NL","POWER",56.9,"white"
2013,2010,20,"AT","POWER",28.4,"black"
2013,2010,21,"PL","POWER",30.6,"black"
2013,2010,22,"PT","POWER",34.9,"black"
2013,2010,23,"RO","POWER",30.8,"black"
2013,2010,24,"SI","POWER",41.1,"black"
2013,2010,25,"SK","POWER",29.5,"black"
2013,2010,26,"FI","POWER",69.1,"white"
2013,2010,27,"SE","POWER",77.8,"white"
2015,2012,0,"EU","POWER",43.6,"black"
2015,2012,1,"BE","POWER",50.5,"white"
2015,2012,2,"BG","POWER",49.4,"black"
2015,2012,3,"CZ","POWER",32,"black"
2015,2012,4,"DK","POWER",57.5,"white"
2015,2012,5,"DE","POWER",46,"black"
2015,2012,6,"EE","POWER",22,"black"
2015,2012,7,"IE","POWER",40.7,"black"
2015,2012,8,"EL","POWER",22.3,"black"
2015,2012,9,"ES","POWER",52.9,"white"
2015,2012,10,"FR","POWER",55.1,"white"
2015,2012,11,"HR","POWER",27.3,"black"
2015,2012,12,"IT","POWER",29.4,"black"
2015,2012,13,"CY","POWER",17.4,"black"
2015,2012,14,"LV","POWER",37.9,"black"
2015,2012,15,"LT","POWER",27.7,"black"
2015,2012,16,"LU","POWER",34.9,"black"
2015,2012,17,"HU","POWER",21.9,"black"
2015,2012,18,"MT","POWER",25,"black"
2015,2012,19,"NL","POWER",56.6,"white"
2015,2012,20,"AT","POWER",30.8,"black"
2015,2012,21,"PL","POWER",34.8,"black"
2015,2012,22,"PT","POWER",29.7,"black"
2015,2012,23,"RO","POWER",28.8,"black"
2015,2012,24,"SI","POWER",51.5,"white"
2015,2012,25,"SK","POWER",25.4,"black"
2015,2012,26,"FI","POWER",73.2,"white"
2015,2012,27,"SE","POWER",75.2,"white"
2017,2015,0,"EU","POWER",48.4,"black"
2017,2015,1,"BE","POWER",53.4,"white"
2017,2015,2,"BG","POWER",56,"white"
2017,2015,3,"CZ","POWER",22.6,"black"
2017,2015,4,"DK","POWER",61.5,"white"
2017,2015,5,"DE","POWER",53,"white"
2017,2015,6,"EE","POWER",28.2,"black"
2017,2015,7,"IE","POWER",48.6,"black"
2017,2015,8,"EL","POWER",21.7,"black"
2017,2015,9,"ES","POWER",57,"white"
2017,2015,10,"FR","POWER",68.2,"white"
2017,2015,11,"HR","POWER",28.5,"black"
2017,2015,12,"IT","POWER",45.3,"black"
2017,2015,13,"CY","POWER",24.7,"black"
2017,2015,14,"LV","POWER",39,"black"
2017,2015,15,"LT","POWER",36.6,"black"
2017,2015,16,"LU","POWER",43.5,"black"
2017,2015,17,"HU","POWER",18.7,"black"
2017,2015,18,"MT","POWER",27.4,"black"
2017,2015,19,"NL","POWER",52.9,"white"
2017,2015,20,"AT","POWER",34.9,"black"
2017,2015,21,"PL","POWER",35.1,"black"
2017,2015,22,"PT","POWER",33.9,"black"
2017,2015,23,"RO","POWER",33.2,"black"
2017,2015,24,"SI","POWER",60.6,"white"
2017,2015,25,"SK","POWER",23.1,"black"
2017,2015,26,"FI","POWER",65.3,"white"
2017,2015,27,"SE","POWER",79.5,"white"
2019,2017,0,"EU","POWER",51.6,"white"
2019,2017,1,"BE","POWER",55.2,"white"
2019,2017,2,"BG","POWER",59.9,"white"
2019,2017,3,"CZ","POWER",26.1,"black"
2019,2017,4,"DK","POWER",64.9,"white"
2019,2017,5,"DE","POWER",56.6,"white"
2019,2017,6,"EE","POWER",34.6,"black"
2019,2017,7,"IE","POWER",53.4,"white"
2019,2017,8,"EL","POWER",24.3,"black"
2019,2017,9,"ES","POWER",62,"white"
2019,2017,10,"FR","POWER",78.3,"white"
2019,2017,11,"HR","POWER",34.8,"black"
2019,2017,12,"IT","POWER",47.6,"black"
2019,2017,13,"CY","POWER",28.2,"black"
2019,2017,14,"LV","POWER",44.1,"black"
2019,2017,15,"LT","POWER",32.5,"black"
2019,2017,16,"LU","POWER",44.8,"black"
2019,2017,17,"HU","POWER",20.6,"black"
2019,2017,18,"MT","POWER",32.2,"black"
2019,2017,19,"NL","POWER",50,"white"
2019,2017,20,"AT","POWER",39.9,"black"
2019,2017,21,"PL","POWER",29.1,"black"
2019,2017,22,"PT","POWER",46.7,"black"
2019,2017,23,"RO","POWER",38.8,"black"
2019,2017,24,"SI","POWER",57.6,"white"
2019,2017,25,"SK","POWER",26.8,"black"
2019,2017,26,"FI","POWER",66.7,"white"
2019,2017,27,"SE","POWER",83.4,"white"
2020,2018,0,"EU","POWER",53.1,"white"
2020,2018,1,"BE","POWER",55.7,"white"
2020,2018,2,"BG","POWER",61.5,"white"
2020,2018,3,"CZ","POWER",27.7,"black"
2020,2018,4,"DK","POWER",66.2,"white"
2020,2018,5,"DE","POWER",59.5,"white"
2020,2018,6,"EE","POWER",36.1,"black"
2020,2018,7,"IE","POWER",55.8,"white"
2020,2018,8,"EL","POWER",27,"black"
2020,2018,9,"ES","POWER",69.4,"white"
2020,2018,10,"FR","POWER",79.8,"white"
2020,2018,11,"HR","POWER",41.4,"black"
2020,2018,12,"IT","POWER",48.8,"black"
2020,2018,13,"CY","POWER",29.8,"black"
2020,2018,14,"LV","POWER",49.4,"black"
2020,2018,15,"LT","POWER",34.1,"black"
2020,2018,16,"LU","POWER",48.4,"black"
2020,2018,17,"HU","POWER",22.2,"black"
2020,2018,18,"MT","POWER",32.8,"black"
2020,2018,19,"NL","POWER",57.2,"white"
2020,2018,20,"AT","POWER",44.2,"black"
2020,2018,21,"PL","POWER",30,"black"
2020,2018,22,"PT","POWER",51.1,"white"
2020,2018,23,"RO","POWER",37.5,"black"
2020,2018,24,"SI","POWER",55,"white"
2020,2018,25,"SK","POWER",29.6,"black"
2020,2018,26,"FI","POWER",71.9,"white"
2020,2018,27,"SE","POWER",84.2,"white"
2021,2019,0,"EU","POWER",55,"white"
2021,2019,1,"BE","POWER",61,"white"
2021,2019,2,"BG","POWER",60.2,"white"
2021,2019,3,"CZ","POWER",28.1,"black"
2021,2019,4,"DK","POWER",66.8,"white"
2021,2019,5,"DE","POWER",62.8,"white"
2021,2019,6,"EE","POWER",36.6,"black"
2021,2019,7,"IE","POWER",58.4,"white"
2021,2019,8,"EL","POWER",27,"black"
2021,2019,9,"ES","POWER",76.9,"white"
2021,2019,10,"FR","POWER",81.4,"white"
2021,2019,11,"HR","POWER",45.3,"black"
2021,2019,12,"IT","POWER",52.2,"white"
2021,2019,13,"CY","POWER",30,"black"
2021,2019,14,"LV","POWER",50.4,"white"
2021,2019,15,"LT","POWER",39.3,"black"
2021,2019,16,"LU","POWER",53.4,"white"
2021,2019,17,"HU","POWER",22.9,"black"
2021,2019,18,"MT","POWER",37.5,"black"
2021,2019,19,"NL","POWER",64,"white"
2021,2019,20,"AT","POWER",48.2,"black"
2021,2019,21,"PL","POWER",31.5,"black"
2021,2019,22,"PT","POWER",53.6,"white"
2021,2019,23,"RO","POWER",34.7,"black"
2021,2019,24,"SI","POWER",53,"white"
2021,2019,25,"SK","POWER",30.7,"black"
2021,2019,26,"FI","POWER",74.3,"white"
2021,2019,27,"SE","POWER",84.5,"white"
2022,2020,0,"EU","POWER",57.2,"white"
2022,2020,1,"BE","POWER",67,"white"
2022,2020,2,"BG","POWER",63,"white"
2022,2020,3,"CZ","POWER",29.7,"black"
2022,2020,4,"DK","POWER",69.3,"white"
2022,2020,5,"DE","POWER",64.8,"white"
2022,2020,6,"EE","POWER",34,"black"
2022,2020,7,"IE","POWER",61.7,"white"
2022,2020,8,"EL","POWER",28.8,"black"
2022,2020,9,"ES","POWER",80.6,"white"
2022,2020,10,"FR","POWER",81.7,"white"
2022,2020,11,"HR","POWER",49.7,"black"
2022,2020,12,"IT","POWER",56.9,"white"
2022,2020,13,"CY","POWER",30.1,"black"
2022,2020,14,"LV","POWER",50.9,"white"
2022,2020,15,"LT","POWER",45.4,"black"
2022,2020,16,"LU","POWER",59.7,"white"
2022,2020,17,"HU","POWER",24.8,"black"
2022,2020,18,"MT","POWER",40.4,"black"
2022,2020,19,"NL","POWER",68.9,"white"
2022,2020,20,"AT","POWER",51.7,"white"
2022,2020,21,"PL","POWER",34.4,"black"
2022,2020,22,"PT","POWER",55.5,"white"
2022,2020,23,"RO","POWER",32.6,"black"
2022,2020,24,"SI","POWER",53.3,"white"
2022,2020,25,"SK","POWER",31.4,"black"
2022,2020,26,"FI","POWER",74.3,"white"
2022,2020,27,"SE","POWER",84.6,"white"
2013,2010,0,"EU","HEALTH",86.7,"white"
2013,2010,1,"BE","HEALTH",86.5,"white"
2013,2010,2,"BG","HEALTH",75.3,"black"
2013,2010,3,"CZ","HEALTH",85.7,"white"
2013,2010,4,"DK","HEALTH",90.3,"white"
2013,2010,5,"DE","HEALTH",89.3,"white"
2013,2010,6,"EE","HEALTH",82.7,"white"
2013,2010,7,"IE","HEALTH",90.7,"white"
2013,2010,8,"EL","HEALTH",84.3,"white"
2013,2010,9,"ES","HEALTH",88.6,"white"
2013,2010,10,"FR","HEALTH",86.7,"white"
2013,2010,11,"HR","HEALTH",81.5,"black"
2013,2010,12,"IT","HEALTH",86.3,"white"
2013,2010,13,"CY","HEALTH",86.4,"white"
2013,2010,14,"LV","HEALTH",77.3,"black"
2013,2010,15,"LT","HEALTH",80.4,"black"
2013,2010,16,"LU","HEALTH",89.8,"white"
2013,2010,17,"HU","HEALTH",85.4,"white"
2013,2010,18,"MT","HEALTH",90.6,"white"
2013,2010,19,"NL","HEALTH",90.3,"white"
2013,2010,20,"AT","HEALTH",91.1,"white"
2013,2010,21,"PL","HEALTH",81.6,"black"
2013,2010,22,"PT","HEALTH",84.3,"white"
2013,2010,23,"RO","HEALTH",69.9,"black"
2013,2010,24,"SI","HEALTH",86.8,"white"
2013,2010,25,"SK","HEALTH",84.8,"white"
2013,2010,26,"FI","HEALTH",89.5,"white"
2013,2010,27,"SE","HEALTH",93.2,"white"
2015,2012,0,"EU","HEALTH",86.7,"white"
2015,2012,1,"BE","HEALTH",86.4,"white"
2015,2012,2,"BG","HEALTH",75.8,"black"
2015,2012,3,"CZ","HEALTH",85.7,"white"
2015,2012,4,"DK","HEALTH",90.2,"white"
2015,2012,5,"DE","HEALTH",89.4,"white"
2015,2012,6,"EE","HEALTH",82.1,"black"
2015,2012,7,"IE","HEALTH",90.4,"white"
2015,2012,8,"EL","HEALTH",83.9,"white"
2015,2012,9,"ES","HEALTH",89.1,"white"
2015,2012,10,"FR","HEALTH",86.8,"white"
2015,2012,11,"HR","HEALTH",82.8,"white"
2015,2012,12,"IT","HEALTH",86.5,"white"
2015,2012,13,"CY","HEALTH",87.1,"white"
2015,2012,14,"LV","HEALTH",77.9,"black"
2015,2012,15,"LT","HEALTH",79.6,"black"
2015,2012,16,"LU","HEALTH",90,"white"
2015,2012,17,"HU","HEALTH",85.9,"white"
2015,2012,18,"MT","HEALTH",91.6,"white"
2015,2012,19,"NL","HEALTH",89.7,"white"
2015,2012,20,"AT","HEALTH",91.5,"white"
2015,2012,21,"PL","HEALTH",81.7,"black"
2015,2012,22,"PT","HEALTH",84.4,"white"
2015,2012,23,"RO","HEALTH",70.2,"black"
2015,2012,24,"SI","HEALTH",87.3,"white"
2015,2012,25,"SK","HEALTH",85,"white"
2015,2012,26,"FI","HEALTH",89.3,"white"
2015,2012,27,"SE","HEALTH",93,"white"
2017,2015,0,"EU","HEALTH",87.1,"white"
2017,2015,1,"BE","HEALTH",86.3,"white"
2017,2015,2,"BG","HEALTH",76.4,"black"
2017,2015,3,"CZ","HEALTH",86,"white"
2017,2015,4,"DK","HEALTH",89.6,"white"
2017,2015,5,"DE","HEALTH",90.5,"white"
2017,2015,6,"EE","HEALTH",81.5,"black"
2017,2015,7,"IE","HEALTH",90.6,"white"
2017,2015,8,"EL","HEALTH",83.1,"white"
2017,2015,9,"ES","HEALTH",89.6,"white"
2017,2015,10,"FR","HEALTH",87.1,"white"
2017,2015,11,"HR","HEALTH",83.3,"white"
2017,2015,12,"IT","HEALTH",86.3,"white"
2017,2015,13,"CY","HEALTH",88.2,"white"
2017,2015,14,"LV","HEALTH",78.4,"black"
2017,2015,15,"LT","HEALTH",79.1,"black"
2017,2015,16,"LU","HEALTH",89,"white"
2017,2015,17,"HU","HEALTH",86,"white"
2017,2015,18,"MT","HEALTH",91.8,"white"
2017,2015,19,"NL","HEALTH",89.9,"white"
2017,2015,20,"AT","HEALTH",91.7,"white"
2017,2015,21,"PL","HEALTH",82.2,"black"
2017,2015,22,"PT","HEALTH",83.6,"white"
2017,2015,23,"RO","HEALTH",70.4,"black"
2017,2015,24,"SI","HEALTH",87.7,"white"
2017,2015,25,"SK","HEALTH",85.3,"white"
2017,2015,26,"FI","HEALTH",89.7,"white"
2017,2015,27,"SE","HEALTH",94.1,"white"
2019,2017,0,"EU","HEALTH",87.8,"white"
2019,2017,1,"BE","HEALTH",86.3,"white"
2019,2017,2,"BG","HEALTH",77.1,"black"
2019,2017,3,"CZ","HEALTH",86.3,"white"
2019,2017,4,"DK","HEALTH",89.9,"white"
2019,2017,5,"DE","HEALTH",90.5,"white"
2019,2017,6,"EE","HEALTH",81.9,"black"
2019,2017,7,"IE","HEALTH",90.9,"white"
2019,2017,8,"EL","HEALTH",83.5,"white"
2019,2017,9,"ES","HEALTH",90.1,"white"
2019,2017,10,"FR","HEALTH",87.4,"white"
2019,2017,11,"HR","HEALTH",83.7,"white"
2019,2017,12,"IT","HEALTH",88.7,"white"
2019,2017,13,"CY","HEALTH",88.4,"white"
2019,2017,14,"LV","HEALTH",78.3,"black"
2019,2017,15,"LT","HEALTH",79.8,"black"
2019,2017,16,"LU","HEALTH",89.6,"white"
2019,2017,17,"HU","HEALTH",86.6,"white"
2019,2017,18,"MT","HEALTH",92.1,"white"
2019,2017,19,"NL","HEALTH",90,"white"
2019,2017,20,"AT","HEALTH",91.7,"white"
2019,2017,21,"PL","HEALTH",83.2,"white"
2019,2017,22,"PT","HEALTH",84.5,"white"
2019,2017,23,"RO","HEALTH",71.1,"black"
2019,2017,24,"SI","HEALTH",87.1,"white"
2019,2017,25,"SK","HEALTH",85.8,"white"
2019,2017,26,"FI","HEALTH",89.7,"white"
2019,2017,27,"SE","HEALTH",94.7,"white"
2020,2018,0,"EU","HEALTH",87.8,"white"
2020,2018,1,"BE","HEALTH",86.5,"white"
2020,2018,2,"BG","HEALTH",77.2,"black"
2020,2018,3,"CZ","HEALTH",86.3,"white"
2020,2018,4,"DK","HEALTH",89.7,"white"
2020,2018,5,"DE","HEALTH",90.6,"white"
2020,2018,6,"EE","HEALTH",81.6,"black"
2020,2018,7,"IE","HEALTH",91.3,"white"
2020,2018,8,"EL","HEALTH",84,"white"
2020,2018,9,"ES","HEALTH",90.1,"white"
2020,2018,10,"FR","HEALTH",87.4,"white"
2020,2018,11,"HR","HEALTH",83.7,"white"
2020,2018,12,"IT","HEALTH",88.4,"white"
2020,2018,13,"CY","HEALTH",88,"white"
2020,2018,14,"LV","HEALTH",78.4,"black"
2020,2018,15,"LT","HEALTH",80,"black"
2020,2018,16,"LU","HEALTH",89.5,"white"
2020,2018,17,"HU","HEALTH",87,"white"
2020,2018,18,"MT","HEALTH",92,"white"
2020,2018,19,"NL","HEALTH",90,"white"
2020,2018,20,"AT","HEALTH",91.9,"white"
2020,2018,21,"PL","HEALTH",83.1,"white"
2020,2018,22,"PT","HEALTH",84.6,"white"
2020,2018,23,"RO","HEALTH",71.2,"black"
2020,2018,24,"SI","HEALTH",86.9,"white"
2020,2018,25,"SK","HEALTH",85.5,"white"
2020,2018,26,"FI","HEALTH",89.3,"white"
2020,2018,27,"SE","HEALTH",94.5,"white"
2021,2019,0,"EU","HEALTH",87.8,"white"
2021,2019,1,"BE","HEALTH",86.3,"white"
2021,2019,2,"BG","HEALTH",77.2,"black"
2021,2019,3,"CZ","HEALTH",86.3,"white"
2021,2019,4,"DK","HEALTH",89.5,"white"
2021,2019,5,"DE","HEALTH",90.7,"white"
2021,2019,6,"EE","HEALTH",82.2,"black"
2021,2019,7,"IE","HEALTH",91.3,"white"
2021,2019,8,"EL","HEALTH",84.3,"white"
2021,2019,9,"ES","HEALTH",90.3,"white"
2021,2019,10,"FR","HEALTH",87.4,"white"
2021,2019,11,"HR","HEALTH",83.8,"white"
2021,2019,12,"IT","HEALTH",88.4,"white"
2021,2019,13,"CY","HEALTH",87.9,"white"
2021,2019,14,"LV","HEALTH",79.3,"black"
2021,2019,15,"LT","HEALTH",80.3,"black"
2021,2019,16,"LU","HEALTH",89.9,"white"
2021,2019,17,"HU","HEALTH",86.7,"white"
2021,2019,18,"MT","HEALTH",92.3,"white"
2021,2019,19,"NL","HEALTH",90.2,"white"
2021,2019,20,"AT","HEALTH",91.9,"white"
2021,2019,21,"PL","HEALTH",83.3,"white"
2021,2019,22,"PT","HEALTH",84.8,"white"
2021,2019,23,"RO","HEALTH",71.3,"black"
2021,2019,24,"SI","HEALTH",87.8,"white"
2021,2019,25,"SK","HEALTH",85.5,"white"
2021,2019,26,"FI","HEALTH",89.5,"white"
2021,2019,27,"SE","HEALTH",94.6,"white"
2022,2020,0,"EU","HEALTH",88.7,"white"
2022,2020,1,"BE","HEALTH",88.5,"white"
2022,2020,2,"BG","HEALTH",78,"black"
2022,2020,3,"CZ","HEALTH",84.8,"white"
2022,2020,4,"DK","HEALTH",89.5,"white"
2022,2020,5,"DE","HEALTH",90,"white"
2022,2020,6,"EE","HEALTH",85,"white"
2022,2020,7,"IE","HEALTH",95,"white"
2022,2020,8,"EL","HEALTH",85.8,"white"
2022,2020,9,"ES","HEALTH",91.7,"white"
2022,2020,10,"FR","HEALTH",88.6,"white"
2022,2020,11,"HR","HEALTH",85.1,"white"
2022,2020,12,"IT","HEALTH",89,"white"
2022,2020,13,"CY","HEALTH",87,"white"
2022,2020,14,"LV","HEALTH",79.3,"black"
2022,2020,15,"LT","HEALTH",82.7,"white"
2022,2020,16,"LU","HEALTH",90.4,"white"
2022,2020,17,"HU","HEALTH",87.3,"white"
2022,2020,18,"MT","HEALTH",87.8,"white"
2022,2020,19,"NL","HEALTH",94.2,"white"
2022,2020,20,"AT","HEALTH",91.3,"white"
2022,2020,21,"PL","HEALTH",83.6,"white"
2022,2020,22,"PT","HEALTH",84.5,"white"
2022,2020,23,"RO","HEALTH",70.4,"black"
2022,2020,24,"SI","HEALTH",86.9,"white"
2022,2020,25,"SK","HEALTH",85.2,"white"
2022,2020,26,"FI","HEALTH",92.6,"white"
2022,2020,27,"SE","HEALTH",95.2,"white"
